type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase
DDR4-1.3333333,40,900,9359976011.994003,85.6075813973388,52.38095238095238
DDR4-1.3333333,40,1000,8697513643.178413,85.31687925170068,50.476190476190474
DDR4-1.3333333,40,2000,5068579310.344828,83.50444472267434,50.0
DDR4-1.3333333,40,10000,1797910644.6776614,78.36136523574946,44.76190476190476
DDR4-1.3333333,50,0,103885893853.07347,214.47268282312925,195.23809523809524
DDR4-1.3333333,50,5,101800981109.44528,174.49624978196405,144.28571428571428
DDR4-1.3333333,50,10,99396893553.22339,155.45686456400742,127.14285714285714
DDR4-1.3333333,50,15,91055832083.95802,126.41049382716048,94.28571428571428
DDR4-1.3333333,50,20,85182128935.53223,119.54368063014678,87.61904761904762
DDR4-1.3333333,50,25,79882698650.67467,113.51275510204081,82.38095238095238
DDR4-1.3333333,50,30,77468468965.51724,111.6549013047842,80.47619047619047
DDR4-1.3333333,50,35,74729019490.25487,109.9376782971253,79.52380952380952
DDR4-1.3333333,50,40,66135412293.85308,103.99158747468454,70.47619047619047
DDR4-1.3333333,50,45,59549812293.85307,100.53886554621847,66.66666666666666
DDR4-1.3333333,50,50,58210782608.695656,99.04249235926254,64.28571428571428
DDR4-1.3333333,50,55,56663402698.65068,99.76850886339938,67.14285714285714
DDR4-1.3333333,50,60,55485505247.37632,98.33661234277884,65.71428571428571
DDR4-1.3333333,50,65,53378964917.54123,97.99652522879656,65.23809523809524
DDR4-1.3333333,50,70,51675826086.95653,97.4958211856171,64.28571428571428
DDR4-1.3333333,50,80,48371977211.3943,95.91209159720226,63.80952380952381
DDR4-1.3333333,50,90,43885999400.29985,94.13825944170772,61.42857142857142
DDR4-1.3333333,50,100,34013543628.185905,90.77165532879818,56.666666666666664
DDR4-1.3333333,50,120,30073292953.52324,90.28607469477858,59.047619047619044
DDR4-1.3333333,50,140,28604094752.623688,89.92396168993912,57.14285714285714
DDR4-1.3333333,50,160,26867171214.392803,90.44519529666171,57.14285714285714
DDR4-1.3333333,50,180,24733428485.757122,89.20866124227469,54.285714285714285
DDR4-1.3333333,50,200,23471438680.65967,89.13414254590725,56.19047619047619
DDR4-1.3333333,50,220,22580408995.50225,89.62723773720013,55.714285714285715
DDR4-1.3333333,50,260,20629694752.62369,88.72828871808463,55.238095238095234
DDR4-1.3333333,50,300,18907346326.836582,88.57319551197101,54.285714285714285
DDR4-1.3333333,50,340,17901529235.382313,88.11972789115646,53.80952380952381
DDR4-1.3333333,50,380,16753520839.580212,88.70492092941072,53.80952380952381
DDR4-1.3333333,50,450,14929079460.269865,87.4309262166405,55.714285714285715
DDR4-1.3333333,50,550,13121093853.073465,86.48553345388788,55.714285714285715
DDR4-1.3333333,50,600,12429749925.037481,86.89548940595346,53.33333333333333
DDR4-1.3333333,50,700,11130952923.53823,86.52949280978214,53.33333333333333
DDR4-1.3333333,50,800,10058708245.877062,86.68772477143723,52.38095238095238
DDR4-1.3333333,50,900,9223628185.907045,85.69122491764001,51.904761904761905
DDR4-1.3333333,50,1000,8557740329.835083,85.58704488084543,51.42857142857142
DDR4-1.3333333,50,2000,4989860269.865068,83.19852331176372,49.52380952380952
DDR4-1.3333333,50,10000,1784208695.652174,78.06763848396501,44.76190476190476
DDR4-1.3333333,60,0,103976299850.07498,206.5439084724799,192.38095238095238
DDR4-1.3333333,60,5,102125797901.04948,166.99659863945575,139.52380952380952
DDR4-1.3333333,60,10,99667171214.3928,151.1938775510204,119.04761904761904
DDR4-1.3333333,60,15,92086097751.12444,125.71915371653249,97.14285714285714
DDR4-1.3333333,60,20,86671074062.96854,117.91068496364063,87.14285714285714
DDR4-1.3333333,60,25,81797008695.65218,113.47210884353741,78.57142857142857
DDR4-1.3333333,60,30,79430937331.33434,111.30208506166694,79.04761904761905
DDR4-1.3333333,60,35,76945376911.54424,109.95413649330699,78.09523809523809
DDR4-1.3333333,60,40,69011411094.45279,103.94474736459469,72.38095238095238
DDR4-1.3333333,60,45,62477462068.96552,101.76723525230989,69.52380952380952
DDR4-1.3333333,60,50,60567249175.4123,100.53866546618647,69.52380952380952
DDR4-1.3333333,60,55,59071856071.96402,99.55856795272854,65.71428571428571
DDR4-1.3333333,60,60,57619382308.84558,99.85873181389343,66.66666666666666
DDR4-1.3333333,60,65,55706146926.536736,98.25453922576224,63.80952380952381
DDR4-1.3333333,60,70,54061308545.727135,98.84851621808144,65.71428571428571
DDR4-1.3333333,60,80,50915233583.2084,96.55401167559222,64.28571428571428
DDR4-1.3333333,60,90,47116771214.39281,95.3459397745112,63.80952380952381
DDR4-1.3333333,60,100,36277454872.56372,92.70040261002359,58.095238095238095
DDR4-1.3333333,60,120,32328472563.718143,91.17401360544217,57.61904761904761
DDR4-1.3333333,60,140,30577041079.46027,90.43816731990809,57.61904761904761
DDR4-1.3333333,60,160,28534040179.910046,89.76459004654492,56.666666666666664
DDR4-1.3333333,60,180,26509241379.310345,90.09037257287021,55.714285714285715
DDR4-1.3333333,60,200,25023251574.21289,89.28958249966654,56.19047619047619
DDR4-1.3333333,60,220,24041815892.053974,89.14187897381174,56.19047619047619
DDR4-1.3333333,60,260,21807457871.06447,89.08225512427192,55.714285714285715
DDR4-1.3333333,60,300,19924648875.562218,88.4194716847778,54.285714285714285
DDR4-1.3333333,60,340,18649897451.27437,87.89892473118279,52.857142857142854
DDR4-1.3333333,60,380,17404229085.45727,87.921044546851,53.80952380952381
DDR4-1.3333333,60,450,15485217391.30435,87.56706785278213,54.285714285714285
DDR4-1.3333333,60,550,13492188305.847076,87.08670219680228,54.285714285714285
DDR4-1.3333333,60,600,12707012893.553225,86.92140040729667,53.33333333333333
DDR4-1.3333333,60,700,11362475562.218891,86.97525889336626,52.38095238095238
DDR4-1.3333333,60,800,10233206596.70165,86.16322225092568,53.33333333333333
DDR4-1.3333333,60,900,9477114242.878561,85.75120865956445,51.42857142857142
DDR4-1.3333333,60,1000,8622152923.538233,85.41475340136054,52.857142857142854
DDR4-1.3333333,60,2000,5029824287.856071,83.68853553691415,50.476190476190474
DDR4-1.3333333,60,10000,1780245877.0614693,78.53256704980842,44.76190476190476
DDR4-1.3333333,70,0,105002468365.8171,196.82478134110787,178.57142857142856
DDR4-1.3333333,70,5,102706720239.88005,163.56997084548104,139.04761904761904
DDR4-1.3333333,70,10,99895469865.06747,142.41496598639455,112.85714285714285
DDR4-1.3333333,70,15,91876135532.23389,122.77551020408163,93.33333333333333
DDR4-1.3333333,70,20,85840762818.5907,114.82198593723203,80.47619047619047
DDR4-1.3333333,70,25,80449045877.06146,111.2538023339417,77.14285714285714
DDR4-1.3333333,70,30,78098019790.10495,108.9965170068027,77.14285714285714
DDR4-1.3333333,70,35,75544957121.43929,106.56616709183673,73.33333333333333
DDR4-1.3333333,70,40,71102771814.09296,104.70041862899005,71.42857142857143
DDR4-1.3333333,70,45,60734493553.2234,100.07127851140456,67.61904761904762
DDR4-1.3333333,70,50,59049623988.006,98.9449866903283,67.14285714285714
DDR4-1.3333333,70,55,57499758920.539734,98.22179807174668,67.14285714285714
DDR4-1.3333333,70,60,56216746026.98651,97.3234693877551,65.23809523809524
DDR4-1.3333333,70,65,54607237181.4093,97.34927113702624,64.28571428571428
DDR4-1.3333333,70,70,52752033583.208405,97.5935860058309,64.28571428571428
DDR4-1.3333333,70,80,49617108245.87706,95.91022324422727,64.28571428571428
DDR4-1.3333333,70,90,45506926536.731636,94.1780436312456,61.904761904761905
DDR4-1.3333333,70,100,37149812293.85307,92.0302904945762,59.52380952380952
DDR4-1.3333333,70,120,31677562818.590706,90.58453845114205,56.19047619047619
DDR4-1.3333333,70,140,29830419190.404797,90.50141911069063,58.095238095238095
DDR4-1.3333333,70,160,27767268365.817093,90.11857458215074,57.61904761904761
DDR4-1.3333333,70,180,25951088455.772114,89.35965497310035,55.238095238095234
DDR4-1.3333333,70,200,24495995202.398804,89.07265128273531,55.238095238095234
DDR4-1.3333333,70,220,23455251574.212894,89.10012894046508,57.14285714285714
DDR4-1.3333333,70,260,21428504947.526234,89.12676181583744,56.19047619047619
DDR4-1.3333333,70,300,19646579910.04498,88.05279789335088,53.33333333333333
DDR4-1.3333333,70,340,18380291454.272865,88.49310893188444,55.714285714285715
DDR4-1.3333333,70,380,17140533733.133434,88.19293394777266,54.76190476190476
DDR4-1.3333333,70,450,15254164917.54123,87.27088784231641,53.80952380952381
DDR4-1.3333333,70,550,13367393103.448277,87.078642922137,53.80952380952381
DDR4-1.3333333,70,600,12573821889.055471,86.800987911088,53.33333333333333
DDR4-1.3333333,70,700,11306593103.448275,86.26354085938172,53.33333333333333
DDR4-1.3333333,70,800,10182831784.107946,85.88597954905232,52.38095238095238
DDR4-1.3333333,70,900,9379924437.78111,85.87755102040816,52.857142857142854
DDR4-1.3333333,70,1000,8577621589.205398,85.14111394557823,51.904761904761905
DDR4-1.3333333,70,2000,5016525337.331335,83.65744334543632,50.0
DDR4-1.3333333,70,10000,1776887556.221889,78.91974361999135,46.19047619047619
DDR4-1.3333333,80,0,105963418290.85458,195.66637512147716,171.9047619047619
DDR4-1.3333333,80,5,104357872263.86807,163.05320699708454,129.04761904761904
DDR4-1.3333333,80,10,101930880959.52023,142.13343253968253,117.14285714285714
DDR4-1.3333333,80,15,94263968815.59221,121.02582625970743,88.09523809523809
DDR4-1.3333333,80,20,87494131334.33284,112.1951600312256,78.09523809523809
DDR4-1.3333333,80,25,81697199400.29987,107.72473083721678,76.19047619047619
DDR4-1.3333333,80,30,78972459370.31485,107.33510096952166,72.85714285714285
DDR4-1.3333333,80,35,76643866866.56673,105.8608342561831,75.71428571428571
DDR4-1.3333333,80,40,71618139730.13495,103.53272521129664,70.47619047619047
DDR4-1.3333333,80,45,61478630284.857574,98.03650956785592,67.61904761904762
DDR4-1.3333333,80,50,59988274662.66866,97.92840013703322,64.76190476190476
DDR4-1.3333333,80,55,58315562218.89056,98.09220378799002,63.80952380952381
DDR4-1.3333333,80,60,57044370614.69266,97.03690838037342,63.80952380952381
DDR4-1.3333333,80,65,55293812293.85308,96.86881844936556,63.33333333333333
DDR4-1.3333333,80,70,53789284557.72114,96.28772635814889,63.80952380952381
DDR4-1.3333333,80,80,50805685157.421295,95.83951327009677,63.33333333333333
DDR4-1.3333333,80,90,47151093253.37332,94.75047241118669,63.33333333333333
DDR4-1.3333333,80,100,38853488455.77212,92.40076300790585,60.0
DDR4-1.3333333,80,120,34187303148.42579,91.00947845804988,57.14285714285714
DDR4-1.3333333,80,140,31983908845.57721,90.50578907059511,57.61904761904761
DDR4-1.3333333,80,160,29738804197.90105,90.75986394557822,57.14285714285714
DDR4-1.3333333,80,180,27939953223.38831,90.14533495517412,58.095238095238095
DDR4-1.3333333,80,200,26592594902.548725,89.25877017473657,56.19047619047619
DDR4-1.3333333,80,220,25339538230.88456,89.06780489973767,56.666666666666664
DDR4-1.3333333,80,260,22970713043.47826,88.5419648378832,55.238095238095234
DDR4-1.3333333,80,300,21076754422.78861,88.99573162598372,55.714285714285715
DDR4-1.3333333,80,340,19438296851.574215,88.4273345701917,54.76190476190476
DDR4-1.3333333,80,380,18185979010.494755,87.86837831906956,53.80952380952381
DDR4-1.3333333,80,450,16040414992.503748,88.09545753785385,55.238095238095234
DDR4-1.3333333,80,550,14040467766.116941,86.45487815379316,52.857142857142854
DDR4-1.3333333,80,600,13025314542.728638,86.88561029507343,53.33333333333333
DDR4-1.3333333,80,700,11653776311.844078,86.1240850770688,51.904761904761905
DDR4-1.3333333,80,800,10321194602.69865,85.94450862105849,51.904761904761905
DDR4-1.3333333,80,900,9614805397.30135,85.76109185812689,53.33333333333333
DDR4-1.3333333,80,1000,8769247376.311844,86.21131490570912,52.38095238095238
DDR4-1.3333333,80,2000,5075833283.358321,83.19586859133898,49.52380952380952
DDR4-1.3333333,80,10000,1782663868.065967,78.4346313237939,44.285714285714285
DDR4-1.3333333,90,0,108253255772.11395,198.3281080548161,188.09523809523807
DDR4-1.3333333,90,5,107046208095.95203,164.8400131136792,143.8095238095238
DDR4-1.3333333,90,10,105124173913.04347,144.28664518438956,107.61904761904762
DDR4-1.3333333,90,15,98683250374.8126,119.57936507936508,89.04761904761904
DDR4-1.3333333,90,20,91026480359.8201,110.37091288128154,76.19047619047619
DDR4-1.3333333,90,25,83926116941.52925,105.99820703475189,71.9047619047619
DDR4-1.3333333,90,30,81160405397.30135,105.07723704866561,71.42857142857143
DDR4-1.3333333,90,35,78214083358.32085,103.26556380127809,68.09523809523809
DDR4-1.3333333,90,40,74138089355.32236,101.66011777845466,68.09523809523809
DDR4-1.3333333,90,45,66447870464.76762,99.36838969164307,66.19047619047619
DDR4-1.3333333,90,50,64622555922.03899,97.45335276967928,65.23809523809524
DDR4-1.3333333,90,55,62659483058.47077,97.52915451895042,67.14285714285714
DDR4-1.3333333,90,60,60999599400.29986,96.97331982438365,64.28571428571428
DDR4-1.3333333,90,65,59282086956.521736,96.76769431176726,62.38095238095238
DDR4-1.3333333,90,70,57748408995.50225,96.46215081777392,62.857142857142854
DDR4-1.3333333,90,80,54668089955.02249,95.31654060225489,61.904761904761905
DDR4-1.3333333,90,90,51270275262.36881,94.54776077097506,62.38095238095238
DDR4-1.3333333,90,100,44761446476.76162,92.59229950483594,59.52380952380952
DDR4-1.3333333,90,120,38491394302.84858,91.68880975208876,58.095238095238095
DDR4-1.3333333,90,140,35871836881.55923,90.92598639455782,56.666666666666664
DDR4-1.3333333,90,160,33443703748.125942,90.73918367346938,58.095238095238095
DDR4-1.3333333,90,180,31232383808.095955,90.31981799342253,57.61904761904761
DDR4-1.3333333,90,200,29252116341.829086,89.70833333333333,57.61904761904761
